"entitynum","samplenum","varname","varnum","count"
561.00,1.00,"Justicia-type odora",1125.00,1.00
561.00,1.00,"Monoletes undiff.",1203.00,2.00
561.00,1.00,"Nuxia/Dobera",1135.00,3.00
561.00,1.00,"Nyctaginaceae undiff.",3970.00,1.00
561.00,1.00,"Olea capensis-type",1205.00,1.00
561.00,1.00,"Pavonia propinqua-type",,1.00
561.00,1.00,"Poaceae undiff.",1207.00,174.00
561.00,1.00,"Podocarpus",128.00,2.00
561.00,1.00,"Portulacaceae undiff.",1208.00,3.00
561.00,1.00,"Salvadora persica-type",2257.00,5.00
561.00,1.00,"Striga-type hermonthica",,1.00
561.00,1.00,"Suaeda monoica-type",2061.00,5.00
561.00,1.00,"Tamarix",260.00,57.00
561.00,1.00,"Tribulus",440.00,131.00
561.00,1.00,"Typha",112.00,2.00
561.00,1.00,"Urticaceae undiff.",1232.00,3.00
561.00,1.00,"Xanthium-type",1164.00,2.00
562.00,1.00,"Acacia",37.00,11.00
562.00,1.00,"Acanthus-type",426.00,53.00
562.00,1.00,"Aerva-type javanica",1095.00,2.00
562.00,1.00,"Asteraceae undiff.",1174.00,1.00
562.00,1.00,"Boscia-type",407.00,11.00
562.00,1.00,"Capparis fascicularis-type",636.00,13.00
562.00,1.00,"Cassia-type mimosoides",1101.00,1.00
562.00,1.00,"Celosia-type trigyna",1103.00,3.00
562.00,1.00,"Cichorieae undiff.",1180.00,1.00
562.00,1.00,"Cleome-type gynandra",3717.00,1.00
562.00,1.00,"Commiphora africana-type",1108.00,1.00
562.00,1.00,"Cyperaceae undiff.",1190.00,26.00
562.00,1.00,"Dodonaea viscosa-type",1222.00,2.00
562.00,1.00,"Ericaceae undiff.",1193.00,1.00
562.00,1.00,"Euclea",1119.00,4.00
562.00,1.00,"Euphorbia",10063.00,48.00
562.00,1.00,"Fabaceae undiff.",88.00,1.00
562.00,1.00,"Flueggea virosa-type",3816.00,1.00
562.00,1.00,"Indigofera schimperi-type",3846.00,12.00
562.00,1.00,"Juniperus-type procera",3777.00,1.00
562.00,1.00,"Justicia anselliana-type",463.00,4.00
562.00,1.00,"Macaranga-type",712.00,1.00
562.00,1.00,"Monoletes undiff.",1203.00,2.00
562.00,1.00,"Myrica",136.00,1.00
562.00,1.00,"Myrsine africana",1134.00,1.00
562.00,1.00,"Nyctaginaceae undiff.",3970.00,7.00
562.00,1.00,"Poaceae undiff.",1207.00,283.00
562.00,1.00,"Podocarpus",128.00,1.00
562.00,1.00,"Polygala-type",110.00,5.00
562.00,1.00,"Salvadora persica-type",2257.00,4.00
562.00,1.00,"Tribulus",440.00,31.00
562.00,1.00,"Triletes undiff.",1230.00,1.00
562.00,1.00,"Typha",112.00,3.00
563.00,1.00,"Acacia",37.00,5.00
563.00,1.00,"Achyranthes-type aspera",438.00,1.00
563.00,1.00,"Aerva-type lanata",1096.00,2.00
563.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,14.00
563.00,1.00,"Asteraceae undiff.",1174.00,1.00
563.00,1.00,"Celosia-type trigyna",1103.00,3.00
563.00,1.00,"Chenopodiaceae undiff.",1185.00,58.00
563.00,1.00,"Cyathula-type orthacantha",1110.00,1.00
563.00,1.00,"Cyperaceae undiff.",1190.00,159.00
563.00,1.00,"Dichrostachys cinerea-type",1112.00,1.00
563.00,1.00,"Digera-type muricata",1113.00,1.00
563.00,1.00,"Dodonaea viscosa-type",1222.00,1.00
563.00,1.00,"Ericaceae undiff.",1193.00,1.00
563.00,1.00,"Ficus",127.00,1.00
563.00,1.00,"Juniperus-type procera",3777.00,1.00
563.00,1.00,"Lannea-type",66.00,1.00
563.00,1.00,"Lycium",225.00,1.00
563.00,1.00,"Macaranga-type",712.00,1.00
563.00,1.00,"Maerua-type crassifolia",3725.00,1.00
563.00,1.00,"Monoletes undiff.",1203.00,5.00
563.00,1.00,"Phyllanthus-type reticulatus",1139.00,3.00
563.00,1.00,"Poaceae undiff.",1207.00,84.00
563.00,1.00,"Podocarpus",128.00,2.00
563.00,1.00,"Salvadora persica-type",2257.00,7.00
563.00,1.00,"Suaeda monoica-type",2061.00,206.00
563.00,1.00,"Tamarix",260.00,55.00
563.00,1.00,"Tribulus",440.00,4.00
563.00,1.00,"Typha",112.00,42.00
563.00,1.00,"Urticaceae undiff.",1232.00,1.00
564.00,1.00,"Acacia",37.00,2.00
564.00,1.00,"Acacia mellifera-type",3930.00,3.00
564.00,1.00,"Acanthaceae undiff.",954.00,11.00
564.00,1.00,"Achyranthes-type aspera",438.00,1.00
564.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,1.00
564.00,1.00,"Asteraceae undiff.",1174.00,2.00
564.00,1.00,"Cadaba-type",3709.00,2.00
564.00,1.00,"Cadaba-type glandulosa",3711.00,3.00
564.00,1.00,"Cadaba-type rotundifolia",,2.00
564.00,1.00,"Combretum/Terminalia",,4.00
564.00,1.00,"Commiphora africana-type",1108.00,2.00
564.00,1.00,"Cordia",314.00,1.00
564.00,1.00,"Cyperaceae undiff.",1190.00,16.00
564.00,1.00,"Digera-type muricata",1113.00,3.00
564.00,1.00,"Dodonaea viscosa-type",1222.00,4.00
564.00,1.00,"Indigofera",551.00,2.00
564.00,1.00,"Maerua-type crassifolia",3725.00,3.00
564.00,1.00,"Maerua-type oblongifolia",,1.00
564.00,1.00,"Oleaceae undiff.",3373.00,2.00
564.00,1.00,"Poaceae undiff.",1207.00,31.00
564.00,1.00,"Ricinus communis",864.00,7.00
564.00,1.00,"Rutaceae undiff.",2045.00,1.00
564.00,1.00,"Salvadoraceae undiff.",3376.00,13.00
564.00,1.00,"Tapinanthus-type",240.00,1.00
564.00,1.00,"Tribulus",440.00,1.00
564.00,1.00,"Typha",112.00,69.00
564.00,1.00,"Undetermined",1231.00,12.00
565.00,1.00,"Acacia",37.00,4.00
565.00,1.00,"Acacia mellifera-type",3930.00,1.00
565.00,1.00,"Acacia oerfota-type",,1.00
565.00,1.00,"Achyranthes-type aspera",438.00,2.00
565.00,1.00,"Asteraceae undiff.",1174.00,1.00
565.00,1.00,"Cadaba-type",3709.00,15.00
565.00,1.00,"Celtis toka-type",4146.00,1.00
565.00,1.00,"Chenopodiaceae undiff.",1185.00,11.00
565.00,1.00,"Combretum-type",3444.00,2318.00
565.00,1.00,"Commiphora",152.00,3.00
565.00,1.00,"Cordia",314.00,13.00
565.00,1.00,"Cyperaceae undiff.",1190.00,6.00
565.00,1.00,"Dodonaea viscosa-type",1222.00,14.00
565.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
565.00,1.00,"Fabaceae undiff.",88.00,1.00
565.00,1.00,"Grewia-type tenax",496.00,5.00
565.00,1.00,"Loranthaceae undiff.",3910.00,1.00
565.00,1.00,"Maytenus",459.00,3.00
565.00,1.00,"Olea",170.00,2.00
565.00,1.00,"Poaceae undiff.",1207.00,16.00
565.00,1.00,"Rhamnaceae undiff.",1214.00,26.00
565.00,1.00,"Ricinus communis",864.00,37.00
565.00,1.00,"Salvadoraceae undiff.",3376.00,17.00
565.00,1.00,"Terminalia-type",874.00,52.00
565.00,1.00,"Typha",112.00,82.00
565.00,1.00,"Undetermined",1231.00,20.00
565.00,1.00,"Verbenaceae undiff.",1760.00,6.00
565.00,1.00,"Ziziphus-type",2035.00,26.00
566.00,1.00,"Acacia",37.00,5.00
566.00,1.00,"Acacia horrida-type",,9.00
566.00,1.00,"Acacia mellifera-type",3930.00,36.00
566.00,1.00,"Acacia oerfota-type",,2.00
566.00,1.00,"Achyranthes-type aspera",438.00,1.00
566.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,3.00
566.00,1.00,"Apocynaceae undiff.",857.00,1.00
566.00,1.00,"Apodytes dimidiata",515.00,2.00
566.00,1.00,"Asteraceae undiff.",1174.00,6.00
566.00,1.00,"Berberis holstii",,1.00
566.00,1.00,"Cadaba-type",3709.00,8.00
566.00,1.00,"Cadaba-type glandulosa",3711.00,14.00
566.00,1.00,"Cadaba-type rotundifolia",,4.00
566.00,1.00,"Celosia-type",643.00,1.00
566.00,1.00,"Celtis toka-type",4146.00,1.00
566.00,1.00,"Coccinia",2412.00,1.00
566.00,1.00,"Combretum/Terminalia",,2.00
566.00,1.00,"Commiphora",152.00,1.00
566.00,1.00,"Commiphora edulis-type",1737.00,1.00
566.00,1.00,"Cordia",314.00,1.00
566.00,1.00,"Crotalaria",646.00,6.00
566.00,1.00,"Cyperaceae undiff.",1190.00,36.00
566.00,1.00,"Digera-type muricata",1113.00,3.00
566.00,1.00,"Dodonaea viscosa-type",1222.00,2.00
566.00,1.00,"Droguetia",,1.00
566.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
566.00,1.00,"Grewia-type",60.00,1.00
566.00,1.00,"Hagenia abyssinica",139.00,1.00
566.00,1.00,"Juniperus-type procera",3777.00,1.00
566.00,1.00,"Justicia-type schimperiana",,3.00
566.00,1.00,"Maerua-type",1130.00,1.00
566.00,1.00,"Maerua-type crassifolia",3725.00,4.00
566.00,1.00,"Maerua-type oblongifolia",,1.00
566.00,1.00,"Olea capensis-type ssp. hochstetteri",3983.00,2.00
566.00,1.00,"Olea europaea-type",1755.00,1.00
566.00,1.00,"Oleaceae undiff.",3373.00,1.00
566.00,1.00,"Plantago",1064.00,1.00
566.00,1.00,"Poaceae undiff.",1207.00,49.00
566.00,1.00,"Podocarpus gracilior-type",,2.00
566.00,1.00,"Ricinus communis",864.00,6.00
566.00,1.00,"Salvadoraceae undiff.",3376.00,60.00
566.00,1.00,"Tribulus",440.00,1.00
566.00,1.00,"Typha",112.00,205.00
566.00,1.00,"Undetermined",1231.00,10.00
566.00,1.00,"Volkensinia prostrata",1289.00,1.00
567.00,1.00,"Acacia",37.00,5.00
567.00,1.00,"Acacia horrida-type",,2.00
567.00,1.00,"Acacia mellifera-type",3930.00,1.00
567.00,1.00,"Acacia oerfota-type",,4.00
567.00,1.00,"Acanthaceae undiff.",954.00,1.00
567.00,1.00,"Achyranthes-type aspera",438.00,1.00
567.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,1.00
567.00,1.00,"Cadaba-type glandulosa",3711.00,2.00
567.00,1.00,"Chionanthus niloticus-type",,1.00
567.00,1.00,"Combretum-type",3444.00,256.00
567.00,1.00,"Commiphora",152.00,1.00
567.00,1.00,"Crotalaria",646.00,2.00
567.00,1.00,"Cyperaceae undiff.",1190.00,4.00
567.00,1.00,"Digera-type muricata",1113.00,2.00
567.00,1.00,"Dodonaea viscosa-type",1222.00,3.00
567.00,1.00,"Droguetia",,5.00
567.00,1.00,"Euphorbiaceae undiff.",863.00,3.00
567.00,1.00,"Indigofera",551.00,1.00
567.00,1.00,"Maerua-type crassifolia",3725.00,1.00
567.00,1.00,"Maerua-type oblongifolia",,3.00
567.00,1.00,"Olea europaea-type",1755.00,1.00
567.00,1.00,"Poaceae undiff.",1207.00,17.00
567.00,1.00,"Pteridophyta undiff.",1209.00,1.00
567.00,1.00,"Ricinus communis",864.00,17.00
567.00,1.00,"Salvadoraceae undiff.",3376.00,41.00
567.00,1.00,"Terminalia-type",874.00,70.00
567.00,1.00,"Typha",112.00,48.00
567.00,1.00,"Undetermined",1231.00,6.00
568.00,1.00,"Alchemilla",138.00,14.00
568.00,1.00,"Apiaceae undiff.",1171.00,148.00
568.00,1.00,"Artemisia",252.00,2.00
568.00,1.00,"Asteraceae undiff.",1174.00,43.00
568.00,1.00,"Cerastium afromontanum-type",1312.00,28.00
568.00,1.00,"Cyperaceae undiff.",1190.00,157.00
568.00,1.00,"Dodonaea viscosa-type",1222.00,1.00
568.00,1.00,"Ericaceae undiff.",1193.00,3.00
568.00,1.00,"Euclea",1119.00,2.00
568.00,1.00,"Fabaceae undiff.",88.00,2.00
568.00,1.00,"Hagenia abyssinica",139.00,13.00
568.00,1.00,"Indeterminable",1198.00,13.00
568.00,1.00,"Juniperus-type procera",3777.00,27.00
568.00,1.00,"Monocotyledoneae undiff.",1202.00,2.00
568.00,1.00,"Olea europaea-type ssp. africana",,3.00
568.00,1.00,"Poaceae undiff.",1207.00,122.00
568.00,1.00,"Podocarpus",128.00,50.00
568.00,1.00,"Ranunculus oreophytus-type",1470.00,1.00
568.00,1.00,"Ranunculus stagnalis-type",1211.00,2.00
568.00,1.00,"Zanthoxylum-type usambarense",622.00,1.00
569.00,1.00,"Aizoaceae undiff.",1167.00,1.00
569.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,3.00
569.00,1.00,"Anthospermum",140.00,3.00
569.00,1.00,"Antidesma-type",762.00,1.00
569.00,1.00,"Asteraceae undiff.",1174.00,2.00
569.00,1.00,"Cannabis/Humulus",1661.00,6.00
569.00,1.00,"Celtis",16.00,4.00
569.00,1.00,"Croton-type",100.00,1.00
569.00,1.00,"Cyathea",233.00,1.00
569.00,1.00,"Cyperaceae undiff.",1190.00,118.00
569.00,1.00,"Elaeocarpus",1691.00,1.00
569.00,1.00,"Ericaceae undiff.",1193.00,4.00
569.00,1.00,"Eucalyptus-type",3963.00,1.00
569.00,1.00,"Eugenia-type",698.00,1.00
569.00,1.00,"Heliantheae undiff.",3624.00,1.00
569.00,1.00,"Indigofera",551.00,6.00
569.00,1.00,"Inuleae undiff.",3639.00,1.00
569.00,1.00,"Lamiaceae undiff.",1199.00,1.00
569.00,1.00,"Macaranga-type",712.00,1.00
569.00,1.00,"Monoletes undiff.",1203.00,17.00
569.00,1.00,"Moraceae undiff.",1752.00,2.00
569.00,1.00,"Nymphaea",532.00,1.00
569.00,1.00,"Palmae undiff.",2655.00,2.00
569.00,1.00,"Pandanus",590.00,1.00
569.00,1.00,"Phyllanthus-type",15.00,1.00
569.00,1.00,"Poaceae undiff.",1207.00,168.00
569.00,1.00,"Polygonum",122.00,1.00
569.00,1.00,"Potamogeton",148.00,43.00
569.00,1.00,"Restio",1610.00,1.00
569.00,1.00,"Selaginella",189.00,4.00
569.00,1.00,"Senecioneae undiff.",3645.00,5.00
569.00,1.00,"Trema-type orientalis",623.00,3.00
569.00,1.00,"Triglochin",1643.00,26.00
569.00,1.00,"Triletes undiff.",1230.00,40.00
569.00,1.00,"Typha",112.00,3.00
569.00,1.00,"Uapaca",10.00,2.00
569.00,1.00,"Undetermined",1231.00,3.00
569.00,1.00,"Urticaceae undiff.",1232.00,1.00
569.00,1.00,"Vernonieae undiff.",1234.00,2.00
570.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,289.00
570.00,1.00,"Armeria/Limonium",1992.00,5.00
570.00,1.00,"Artemisia",252.00,4.00
570.00,1.00,"Asteraceae undiff.",1174.00,8.00
570.00,1.00,"Cichorieae undiff.",1180.00,1.00
570.00,1.00,"Cyperaceae undiff.",1190.00,11.00
570.00,1.00,"Dodonaea viscosa-type",1222.00,1.00
570.00,1.00,"Plantago",1064.00,3.00
570.00,1.00,"Poaceae undiff.",1207.00,21.00
570.00,1.00,"Tribulus",440.00,1.00
570.00,1.00,"Typha",112.00,1.00
570.00,1.00,"Undetermined",1231.00,12.00
571.00,1.00,"Acridocarpus smeathmannii-type",,2.00
571.00,1.00,"Acroceras zizanoides-type",,1.00
571.00,1.00,"Acrostichum aureum",4.00,2.00
571.00,1.00,"Adenia lobata-type",74.00,2.00
571.00,1.00,"Agelaea-type pentagyna",10002.00,1.00
571.00,1.00,"Alchornea cordifolia-type",11.00,10.00
571.00,1.00,"Alstonia-type congensis",858.00,1.00
571.00,1.00,"Angraecum distichum-type",,1.00
571.00,1.00,"Anthocleista vogelii-type",866.00,8.00
571.00,1.00,"Anthostema-type aubryanum",,3.00
571.00,1.00,"Asplenium africanum-type",,4.00
571.00,1.00,"Atroxima afzeliana-type",,3.00
571.00,1.00,"Baissea-type",1658.00,1.00
571.00,1.00,"Baissea-type leonensis",,3.00
571.00,1.00,"Baphia-type capparidifolia",,1.00
571.00,1.00,"Baphia-type nitida",,4.00
571.00,1.00,"Berlinia-type confusa",,7.00
571.00,1.00,"Borassus-type aethiopum",24.00,1.00
571.00,1.00,"Calopogonium mucunoides",,1.00
571.00,1.00,"Cassia-type alata",,2.00
571.00,1.00,"Cathormion-type altissimum",,10.00
571.00,1.00,"Ceiba pentandra",30.00,1.00
571.00,1.00,"Centella asiatica-type",,1.00
571.00,1.00,"Chromolaena-type odorata",10033.00,5.00
571.00,1.00,"Cissus aralioides-type",,2.00
571.00,1.00,"Cleistopholis-type patens",69.00,4.00
571.00,1.00,"Clerodendrum thyrsoideum-type",,1.00
571.00,1.00,"Clerodendrum volubile-type",,1.00
571.00,1.00,"Coelocaryon oxycarpum-type",,4.00
571.00,1.00,"Cola heterophylla-type",,1.00
571.00,1.00,"Cola-type nitida",4123.00,2.00
571.00,1.00,"Commelina-type diffusa",,1.00
571.00,1.00,"Connarus-type africanus",,1.00
571.00,1.00,"Copaifera-type salikounda",3683.00,2.00
571.00,1.00,"Crinum natans-type",3583.00,11.00
571.00,1.00,"Crudia-type klainei",3684.00,11.00
571.00,1.00,"Cuervea macrophylla-type",,2.00
571.00,1.00,"Cyclosorus striatus-type",10049.00,3.00
571.00,1.00,"Cyperus-type sphacelatus",,1.00
571.00,1.00,"Dactyladenia-type barteri",,2.00
571.00,1.00,"Dalbergia dalzielii-type",,2.00
571.00,1.00,"Dalbergia ecastaphyllum-type",,5.00
571.00,1.00,"Daniellia thurifera-type",,1.00
571.00,1.00,"Dialium dinklagei-type",,4.00
571.00,1.00,"Dichapetalum heudelotii-type",,1.00
571.00,1.00,"Dioclea reflexa",,1.00
571.00,1.00,"Diodia-type rubricosa",,1.00
571.00,1.00,"Dioscorea minutiflora-type",,1.00
571.00,1.00,"Echinochloa pyramidalis-type",,10.00
571.00,1.00,"Elaeis guineensis",23.00,10.00
571.00,1.00,"Entada-type gigas",3940.00,3.00
571.00,1.00,"Erythrophleum-type ivorense",,2.00
571.00,1.00,"Ficus barteri-type",,3.00
571.00,1.00,"Ficus lutea-type",,5.00
571.00,1.00,"Ficus lyrata-type",,2.00
571.00,1.00,"Ficus natalensis-type",,2.00
571.00,1.00,"Ficus pseudomangifera-type",,1.00
571.00,1.00,"Ficus sagittifolia-type",,1.00
571.00,1.00,"Flagellaria guineensis-type",10067.00,6.00
571.00,1.00,"Funtumia-type africana",,4.00
571.00,1.00,"Gaertnera paniculata-type",521.00,3.00
571.00,1.00,"Garcinia kola-type",,1.00
571.00,1.00,"Hallea-type ledermannii",4058.00,7.00
571.00,1.00,"Hannoa klaineana-type",,4.00
571.00,1.00,"Haplormosia monophylla",,1.00
571.00,1.00,"Heisteria parvifolia-type",,2.00
571.00,1.00,"Heterotis-type rotundifolia",,3.00
571.00,1.00,"Hexalobus crispiflorus-type",,1.00
571.00,1.00,"Hibiscus rostellatus-type",,1.00
571.00,1.00,"Hibiscus tiliaceus-type",,4.00
571.00,1.00,"Hypolytrum",,1.00
571.00,1.00,"Ipomoea-type cairica",,2.00
571.00,1.00,"Ipomoea-type involucrata",,2.00
571.00,1.00,"Ipomoea-type mauritiana",,7.00
571.00,1.00,"Isonema smeathmannii-type",2055.00,2.00
571.00,1.00,"Justicia-type flava",1733.00,1.00
571.00,1.00,"Laccosperma opacum-type",,1.00
571.00,1.00,"Laccosperma secundiflorum-type",3998.00,1.00
571.00,1.00,"Lasiomorpha-type senegalensis",3616.00,10.00
571.00,1.00,"Leptoderris",,1.00
571.00,1.00,"Leptoderris cyclocarpa-type",,1.00
571.00,1.00,"Lophira alata-type",3973.00,3.00
571.00,1.00,"Lygodium microphyllum",262.00,2.00
571.00,1.00,"Macaranga-type beillei",,1.00
571.00,1.00,"Macaranga-type hurifolia",,1.00
571.00,1.00,"Macaranga-type spinosa",,1.00
571.00,1.00,"Machaerium-type lunatum",2072.00,2.00
571.00,1.00,"Manotes-type expansa",,1.00
571.00,1.00,"Mariscus cylindristachyus-type",,1.00
571.00,1.00,"Martretia quadricornis",782.00,1.00
571.00,1.00,"Microgramma lycopodioides",,1.00
571.00,1.00,"Mikania cordata-type",,1.00
571.00,1.00,"Millettia-type barteri",,1.00
571.00,1.00,"Musanga-type cecropioides",,6.00
571.00,1.00,"Myrianthus-type libericus",,1.00
571.00,1.00,"Nephrolepis-type biserrata",,7.00
571.00,1.00,"Nymphaea lotus-type",255.00,6.00
571.00,1.00,"Nymphaea micrantha-type",,5.00
571.00,1.00,"Oncinotis-type",10101.00,1.00
571.00,1.00,"Palisota hirsuta-type",,4.00
571.00,1.00,"Pandanus candelabrum-type",4002.00,1.00
571.00,1.00,"Panicum",4018.00,2.00
571.00,1.00,"Parkia bicolor-type",,3.00
571.00,1.00,"Paullinia pinnata",81.00,1.00
571.00,1.00,"Pelligriniodendron diphyllum",,6.00
571.00,1.00,"Phyllanthus-type muellerianus",1678.00,3.00
571.00,1.00,"Phymatodes scolopendria",,2.00
571.00,1.00,"Pistia stratiotes",,3.00
571.00,1.00,"Pleiocoryne fernandense",,1.00
571.00,1.00,"Pteridium-type aquilinum",10116.00,1.00
571.00,1.00,"Pterocarpus-type santalinoides",10118.00,6.00
571.00,1.00,"Pycnanthus angolensis-type",85.00,6.00
571.00,1.00,"Raphia hookeri-type",10119.00,10.00
571.00,1.00,"Rauvolfia vomitoria-type",862.00,1.00
571.00,1.00,"Rhigiocarya racemifera-type",,2.00
571.00,1.00,"Rhipsalis baccifera",,1.00
571.00,1.00,"Rhizophora racemosa-type",3.00,6.00
571.00,1.00,"Rhynchospora corymbosa-type",,1.00
571.00,1.00,"Ruthalicia eglandulosa-type",,2.00
571.00,1.00,"Sacoglottis gabonensis",682.00,10.00
571.00,1.00,"Sarcocephalus-type latifolius",4070.00,1.00
571.00,1.00,"Scleria-type",,2.00
571.00,1.00,"Scleria-type boivinii",,1.00
571.00,1.00,"Scleria-type depressa",,1.00
571.00,1.00,"Smeathmannia pubescens-type",,3.00
571.00,1.00,"Solenostemon-type monostachyus",,1.00
571.00,1.00,"Spermacoce-type latifolia",,1.00
571.00,1.00,"Spondianthus-type preussii",14.00,3.00
571.00,1.00,"Strophanthus-type gratus",,2.00
571.00,1.00,"Symphonia globulifera",28.00,2.00
571.00,1.00,"Synsepalum-type brevipes",,1.00
571.00,1.00,"Tabernaemontana crassa-type",,1.00
571.00,1.00,"Tetracera alnifolia-type",106.00,2.00
571.00,1.00,"Tetracera potatoria-type",,9.00
571.00,1.00,"Thaumatococcus daniellii",,1.00
571.00,1.00,"Thecacoris-type stenopetala",,1.00
571.00,1.00,"Trachyphrynium braunianum",,1.00
571.00,1.00,"Trema-type orientalis",623.00,1.00
571.00,1.00,"Tricalysia",2078.00,1.00
571.00,1.00,"Trichoscypha-type oba",3600.00,2.00
571.00,1.00,"Uapaca esculenta-type",,2.00
571.00,1.00,"Uapaca guineensis-type",800.00,15.00
571.00,1.00,"Uapaca heudelotii-type",2021.00,12.00
571.00,1.00,"Uapaca paludosa-type",1849.00,6.00
571.00,1.00,"Usteria guineensis",10138.00,1.00
571.00,1.00,"Vitex-type grandifolia",10145.00,1.00
571.00,1.00,"Xylopia aethiopica-type",,4.00
571.00,1.00,"Xylopia parviflora-type",,1.00
571.00,1.00,"Xylopia rubescens-type",,3.00
571.00,1.00,"Zanthoxylum-type gilletii",4084.00,3.00
572.00,1.00,"Acacia gummifera-type",3929.00,1.00
572.00,1.00,"Acacia nilotica-type",3931.00,1.00
572.00,1.00,"Acacia seyal-type",3933.00,7.00
572.00,1.00,"Acacia vulgaris-type",,9.00
572.00,1.00,"Acalypha ciliata-type",3796.00,2.00
572.00,1.00,"Aizoaceae undiff.",1167.00,2.00
572.00,1.00,"Alysicarpus",,4.00
572.00,1.00,"Ambrosia-type maritima",3379.00,1.00
572.00,1.00,"Artemisia",252.00,11.00
572.00,1.00,"Asteraceae undiff.",1174.00,6.00
572.00,1.00,"Balanites aegyptiaca-type",401.00,4.00
572.00,1.00,"Blepharis-type",2225.00,5.00
572.00,1.00,"Boscia-type angustifolia",3707.00,16.00
572.00,1.00,"Boscia-type senegalensis",3708.00,11.00
572.00,1.00,"Brassicaceae undiff.",1182.00,15.00
572.00,1.00,"Cadaba-type farinosa",3710.00,3.00
572.00,1.00,"Capparis decidua-type",3712.00,20.00
572.00,1.00,"Capparis sepiaria-type",3714.00,1.00
572.00,1.00,"Cassia-type italica",1575.00,1.00
572.00,1.00,"Casuarina equisetifolia-type",3735.00,1.00
572.00,1.00,"Celosia argentea-type",2819.00,4.00
572.00,1.00,"Celosia-type trigyna",1103.00,1.00
572.00,1.00,"Clematis-type hirsuta",4039.00,1.00
572.00,1.00,"Cleome-type",648.00,7.00
572.00,1.00,"Cleome-type gynandra",3717.00,8.00
572.00,1.00,"Cocculus pendulus-type",2866.00,1.00
572.00,1.00,"Combretaceae undiff.",1187.00,4.00
572.00,1.00,"Commiphora africana-type",1108.00,1.00
572.00,1.00,"Corchorus-type fascicularis",1229.00,2.00
572.00,1.00,"Cyperaceae undiff.",1190.00,323.00
572.00,1.00,"Euphorbia-type",529.00,1.00
572.00,1.00,"Heliotropium strigosum-type",2858.00,1.00
572.00,1.00,"Indigofera",551.00,1.00
572.00,1.00,"Launaea-type",3640.00,5.00
572.00,1.00,"Maerua/Ritchiea",318.00,4.00
572.00,1.00,"Nyctaginaceae undiff.",3970.00,5.00
572.00,1.00,"Olea lapperrinei-type",3987.00,2.00
572.00,1.00,"Pentzia",2162.00,5.00
572.00,1.00,"Pinus",437.00,1.00
572.00,1.00,"Plantago",1064.00,1.00
572.00,1.00,"Poaceae undiff.",1207.00,2061.00
572.00,1.00,"Salvadora persica-type",2257.00,89.00
572.00,1.00,"Scadoxus-type",3585.00,96.00
572.00,1.00,"Sesbania",554.00,15.00
572.00,1.00,"Spermacoce-type radiata",4073.00,2.00
572.00,1.00,"Trianthema-type portulacastrum",,4.00
572.00,1.00,"Typha",112.00,57.00
572.00,1.00,"Undetermined",1231.00,8.00
572.00,1.00,"Urticaceae undiff.",1232.00,1.00
572.00,1.00,"Zaleya-type pentandra",3570.00,8.00
572.00,1.00,"Zygophyllum",397.00,51.00
573.00,1.00,"Acacia gummifera-type",3929.00,2.00
573.00,1.00,"Acacia vulgaris-type",,5.00
573.00,1.00,"Aizoaceae undiff.",1167.00,1.00
573.00,1.00,"Alternanthera",179.00,1.00
573.00,1.00,"Alysicarpus ovalifolius-type",,3.00
573.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,18.00
573.00,1.00,"Artemisia",252.00,2.00
573.00,1.00,"Asteraceae undiff.",1174.00,7.00
573.00,1.00,"Balanites aegyptiaca-type",401.00,16.00
573.00,1.00,"Blepharis-type",2225.00,1.00
573.00,1.00,"Borassus/Hyphaene",414.00,1.00
573.00,1.00,"Boscia-type angustifolia",3707.00,6.00
573.00,1.00,"Boscia-type senegalensis",3708.00,4.00
573.00,1.00,"Brassicaceae undiff.",1182.00,4.00
573.00,1.00,"Cadaba-type farinosa",3710.00,1.00
573.00,1.00,"Capparis decidua-type",3712.00,11.00
573.00,1.00,"Capparis sepiaria-type",3714.00,5.00
573.00,1.00,"Cleome-type gynandra",3717.00,47.00
573.00,1.00,"Combretaceae undiff.",1187.00,3.00
573.00,1.00,"Cyperaceae undiff.",1190.00,83.00
573.00,1.00,"Euphorbia-type",529.00,1.00
573.00,1.00,"Heliotropium strigosum-type",2858.00,1.00
573.00,1.00,"Hygrophila",430.00,1.00
573.00,1.00,"Ipomoea-type",111.00,1.00
573.00,1.00,"Launaea-type",3640.00,2.00
573.00,1.00,"Lythraceae undiff.",3912.00,1.00
573.00,1.00,"Maerua/Ritchiea",318.00,3.00
573.00,1.00,"Oldenlandia-type",663.00,5.00
573.00,1.00,"Pentzia",2162.00,1.00
573.00,1.00,"Poaceae undiff.",1207.00,1056.00
573.00,1.00,"Salvadora persica-type",2257.00,17.00
